away_team,away_team_errors,away_team_hits,away_team_runs,date,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,attendance
Miami Marlins,1,11,4,2,210.4,"Day Game, on grass",Chicago Cubs,0,9,5,13, Wrigley Field,41147
Texas Rangers,0,7,2,2,161.6,"Night Game, on grass",Baltimore Orioles,0,4,3,19, Oriole Park at Camden Yards,24552
Pittsburgh Pirates,0,4,4,2,220.0,"Night Game, on grass",Atlanta Braves,0,15,8,19, Turner Field,19281
Washington Nationals,0,14,8,2,214.39999999999998,"Day Game, on grass",Arizona Diamondbacks,0,5,3,12, Chase Field,17086
Oakland Athletics,2,13,6,2,204.0,"Night Game, on grass",Los Angeles Angels of Anaheim,1,12,8,19, Angel Stadium of Anaheim,37306
Kansas City Royals,2,9,3,1,186.4,"Night Game, on turf",Tampa Bay Rays,0,9,2,19, Tropicana Field,12625
Boston Red Sox,0,6,4,1,168.0,"Night Game, on grass",Seattle Mariners,0,8,5,19, Safeco Field,25240
Milwaukee Brewers,0,11,3,1,180.0,"Night Game, on grass",San Diego Padres,0,6,2,19, Petco Park,26152
San Francisco Giants,1,10,8,1,205.60000000000002,"Night Game, on grass",Philadelphia Phillies,1,15,13,19, Citizens Bank Park,23351
New York Yankees,2,6,1,1,182.4,"Night Game, on grass",New York Mets,0,10,7,19, Citi Field,42819
Toronto Blue Jays,0,8,2,1,184.0,"Night Game, on grass",Houston Astros,0,7,1,19, Minute Maid Park,24399
Chicago White Sox,0,11,5,1,191.2,"Night Game, on grass",Detroit Tigers,0,13,11,19, Comerica Park,30316
Los Angeles Dodgers,1,5,3,1,224.79999999999998,"Night Game, on grass",Colorado Rockies,0,11,7,18, Coors Field,32607
Minnesota Twins,0,14,10,1,232.8,"Night Game, on grass",Cleveland Indians,0,13,6,19, Progressive Field,15835
St. Louis Cardinals,1,10,5,1,215.20000000000002,"Night Game, on grass",Cincinnati Reds,0,12,7,19, Great American Ball Park,25270
Texas Rangers,0,3,1,1,188.8,"Night Game, on grass",Baltimore Orioles,0,9,5,19, Oriole Park at Camden Yards,22230
Pittsburgh Pirates,1,5,5,1,212.0,"Night Game, on grass",Atlanta Braves,0,9,3,19, Turner Field,20633
Washington Nationals,1,15,10,1,208.8,"Night Game, on grass",Arizona Diamondbacks,1,11,4,18, Chase Field,19919
Oakland Athletics,2,9,4,1,192.0,"Night Game, on grass",Los Angeles Angels of Anaheim,0,7,5,19, Angel Stadium of Anaheim,36052
Kansas City Royals,1,9,3,0,179.20000000000002,"Night Game, on turf",Tampa Bay Rays,0,1,0,19, Tropicana Field,13976
Boston Red Sox,0,5,2,0,187.2,"Night Game, on grass",Seattle Mariners,0,4,1,19, Safeco Field,29601
Milwaukee Brewers,1,6,3,0,253.6,"Night Game, on grass",San Diego Padres,0,10,7,19, Petco Park,24009
New York Yankees,0,7,6,0,255.20000000000002,"Night Game, on grass",New York Mets,1,11,5,19, Citi Field,42125
Toronto Blue Jays,1,6,1,0,248.0,"Night Game, on grass",Houston Astros,0,7,2,19, Minute Maid Park,20623
Minnesota Twins,0,19,12,0,199.20000000000002,"Night Game, on grass",Cleveland Indians,0,7,5,19, Progressive Field,15018
Miami Marlins,0,7,0,0,195.20000000000002,"Night Game, on grass",Chicago Cubs,1,10,5,19, Wrigley Field,40937
Washington Nationals,0,19,14,0,216.8,"Night Game, on grass",Arizona Diamondbacks,1,5,1,18, Chase Field,17518
Baltimore Orioles,0,8,6,6,255.20000000000002,"Day Game, on turf",Toronto Blue Jays,0,6,2,13, Rogers Centre,46792
Kansas City Royals,0,4,3,6,155.20000000000002,"Day Game, on grass",Texas Rangers,1,9,5,14, Globe Life Park in Arlington,32806
New York Yankees,0,9,3,6,181.6,"Day Game, on turf",Tampa Bay Rays,1,6,5,13, Tropicana Field,18109
Washington Nationals,2,3,1,6,199.20000000000002,"Day Game, on grass",San Francisco Giants,0,10,3,13, AT&T Park,41795
Cincinnati Reds,0,9,3,6,194.39999999999998,"Day Game, on grass",San Diego Padres,0,5,2,13, Petco Park,27436
Colorado Rockies,0,8,4,6,189.6,"Day Game, on grass",New York Mets,1,6,6,13, Citi Field,36279
Chicago White Sox,0,9,4,6,182.4,"Day Game, on grass",Minnesota Twins,4,9,6,13, Target Field,29670
Pittsburgh Pirates,1,5,2,6,186.4,"Day Game, on grass",Milwaukee Brewers,1,8,4,13, Miller Park,32405
St. Louis Cardinals,1,6,4,6,187.2,"Day Game, on grass",Miami Marlins,2,9,5,13, Marlins Park,23666
Arizona Diamondbacks,2,3,3,6,248.8,"Day Game, on grass",Los Angeles Dodgers,2,17,14,13, Dodger Stadium,42380
Houston Astros,0,7,0,6,214.39999999999998,"Day Game, on grass",Detroit Tigers,0,10,11,13, Comerica Park,31043
Oakland Athletics,0,6,0,6,188.8,"Day Game, on grass",Cleveland Indians,0,10,8,13, Progressive Field,23739
Seattle Mariners,1,11,6,6,268.79999999999995,"Night Game, on grass",Chicago Cubs,0,9,7,19, Wrigley Field,40952
Philadelphia Phillies,0,5,1,6,188.8,"Day Game, on grass",Atlanta Braves,1,6,2,13, Turner Field,21545
Boston Red Sox,1,9,5,6,231.2,"Day Game, on grass",Los Angeles Angels of Anaheim,1,11,3,12, Angel Stadium of Anaheim,39553
Baltimore Orioles,0,5,1,5,203.2,"Day Game, on turf",Toronto Blue Jays,0,10,9,13, Rogers Centre,47305
Kansas City Royals,0,5,1,5,185.60000000000002,"Night Game, on grass",Texas Rangers,0,8,2,19, Globe Life Park in Arlington,47125
New York Yankees,0,5,3,5,195.20000000000002,"Night Game, on turf",Tampa Bay Rays,1,7,6,18, Tropicana Field,25883
Baltimore Orioles,1,7,5,4,192.0,"Night Game, on turf",Toronto Blue Jays,2,7,6,19, Rogers Centre,46112
Kansas City Royals,1,7,3,4,200.0,"Night Game, on grass",Texas Rangers,0,12,8,19, Globe Life Park in Arlington,40008
New York Yankees,1,10,1,4,212.8,"Night Game, on turf",Tampa Bay Rays,0,7,5,19, Tropicana Field,17856
Washington Nationals,0,8,4,4,204.0,"Night Game, on grass",San Francisco Giants,0,9,1,19, AT&T Park,41959
Cincinnati Reds,0,11,6,4,211.2,"Night Game, on grass",San Diego Padres,1,6,0,19, Petco Park,33509
Colorado Rockies,0,13,6,4,191.2,"Night Game, on grass",New York Mets,0,6,1,19, Citi Field,40035
Chicago White Sox,1,6,1,4,247.2,"Night Game, on grass",Minnesota Twins,0,8,2,19, Target Field,23983
Pittsburgh Pirates,0,4,1,4,192.0,"Night Game, on grass",Milwaukee Brewers,0,8,3,19, Miller Park,29442
St. Louis Cardinals,0,14,11,4,184.79999999999998,"Night Game, on grass",Miami Marlins,1,9,6,19, Marlins Park,27414
Arizona Diamondbacks,1,9,7,4,218.4,"Night Game, on grass",Los Angeles Dodgers,0,10,9,19, Dodger Stadium,50966
Houston Astros,0,7,6,4,188.0,"Night Game, on grass",Detroit Tigers,1,16,14,19, Comerica Park,31771
Oakland Athletics,1,7,3,4,214.39999999999998,"Night Game, on grass",Cleveland Indians,2,8,5,19, Progressive Field,33134
Seattle Mariners,0,8,1,4,192.8,"Day Game, on grass",Chicago Cubs,0,14,12,13, Wrigley Field,40951
Philadelphia Phillies,1,5,1,4,188.8,"Night Game, on grass",Atlanta Braves,1,9,2,19, Turner Field,27732
Boston Red Sox,0,7,6,4,168.0,"Night Game, on grass",Los Angeles Angels of Anaheim,0,5,2,19, Angel Stadium of Anaheim,39113
Kansas City Royals,0,6,2,3,161.6,"Night Game, on grass",Texas Rangers,0,4,3,19, Globe Life Park in Arlington,36008
Washington Nationals,1,11,4,3,224.79999999999998,"Night Game, on grass",San Francisco Giants,0,5,2,19, AT&T Park,42001
Colorado Rockies,1,8,2,3,200.79999999999998,"Day Game, on grass",New York Mets,1,10,1,13, Citi Field,38292
Baltimore Orioles,0,11,2,3,180.0,"Night Game, on grass",Minnesota Twins,0,12,6,18, Target Field,22569
Arizona Diamondbacks,0,9,4,3,200.0,"Day Game, on grass",Milwaukee Brewers,1,7,6,13, Miller Park,33971
St. Louis Cardinals,0,8,5,3,164.79999999999998,"Night Game, on grass",Miami Marlins,0,8,4,19, Marlins Park,25060
Chicago White Sox,1,5,1,3,201.6,"Night Game, on grass",Chicago Cubs,0,7,3,19, Wrigley Field,41157
Philadelphia Phillies,0,10,7,3,220.0,"Night Game, on grass",Atlanta Braves,1,13,5,19, Turner Field,22785
Boston Red Sox,1,8,1,3,188.0,"Night Game, on grass",Los Angeles Angels of Anaheim,0,10,2,19, Angel Stadium of Anaheim,41257
San Diego Padres,0,6,8,2,187.2,"Day Game, on turf",Toronto Blue Jays,2,6,4,12, Rogers Centre,47301
Oakland Athletics,0,9,6,2,190.4,"Night Game, on grass",Texas Rangers,1,13,4,19, Globe Life Park in Arlington,29630
Cincinnati Reds,0,6,2,2,156.8,"Day Game, on grass",San Francisco Giants,1,4,1,12, AT&T Park,42079
Seattle Mariners,0,3,1,2,185.60000000000002,"Night Game, on grass",Pittsburgh Pirates,1,14,10,19, PNC Park,35483
St. Louis Cardinals,0,7,5,2,191.2,"Night Game, on grass",New York Mets,0,12,4,19, Citi Field,37851
Atlanta Braves,2,16,9,2,210.4,"Night Game, on grass",Minnesota Twins,0,13,7,19, Target Field,29482
Arizona Diamondbacks,1,11,8,2,209.6,"Night Game, on grass",Milwaukee Brewers,5,5,1,19, Miller Park,22581
Philadelphia Phillies,1,10,1,2,211.2,"Day Game, on grass",Miami Marlins,0,16,11,12, Marlins Park,32403
Tampa Bay Rays,1,8,3,2,191.2,"Day Game, on grass",Los Angeles Dodgers,1,5,1,12, Dodger Stadium,43576
Los Angeles Angels of Anaheim,2,11,5,2,204.0,"Night Game, on grass",Kansas City Royals,1,11,7,19, Kauffman Stadium,30279
New York Yankees,0,5,1,2,180.79999999999998,"Night Game, on grass",Houston Astros,0,8,4,19, Minute Maid Park,35186
Washington Nationals,1,6,4,2,197.6,"Day Game, on grass",Cleveland Indians,0,6,1,12, Progressive Field,26607
Chicago White Sox,0,5,1,2,201.6,"Night Game, on grass",Chicago Cubs,0,6,8,19, Wrigley Field,41166
Detroit Tigers,1,11,4,2,208.0,"Day Game, on grass",Boston Red Sox,0,7,3,13, Fenway Park,37842
Colorado Rockies,0,5,3,2,196.8,"Night Game, on grass",Baltimore Orioles,0,6,1,19, Oriole Park at Camden Yards,20324
San Diego Padres,1,10,6,1,272.8,"Night Game, on turf",Toronto Blue Jays,0,8,7,19, Rogers Centre,45515
Oakland Athletics,0,10,6,1,181.6,"Night Game, on grass",Texas Rangers,1,6,3,20, Globe Life Park in Arlington,25272
Cincinnati Reds,2,11,7,1,212.0,"Night Game, on grass",San Francisco Giants,1,13,9,19, AT&T Park,41896
Seattle Mariners,0,11,7,1,192.8,"Night Game, on grass",Pittsburgh Pirates,1,12,4,19, PNC Park,30969
St. Louis Cardinals,1,4,1,1,172.8,"Night Game, on grass",New York Mets,0,6,3,20, Citi Field,37116
Atlanta Braves,0,7,2,1,156.8,"Night Game, on grass",Minnesota Twins,1,5,0,19, Target Field,26690
Arizona Diamondbacks,0,8,4,1,236.0,"Night Game, on grass",Milwaukee Brewers,2,11,9,19, Miller Park,24074
Philadelphia Phillies,0,4,0,1,185.60000000000002,"Night Game, on grass",Miami Marlins,0,9,5,19, Marlins Park,20365
Tampa Bay Rays,2,6,2,1,208.0,"Night Game, on grass",Los Angeles Dodgers,1,5,3,19, Dodger Stadium,46960
Los Angeles Angels of Anaheim,0,22,13,1,186.4,"Night Game, on grass",Kansas City Royals,1,3,0,19, Kauffman Stadium,28026
New York Yankees,0,13,6,1,184.79999999999998,"Night Game, on grass",Houston Astros,0,6,3,19, Minute Maid Park,28134
Washington Nationals,1,10,6,1,207.2,"Night Game, on grass",Cleveland Indians,1,11,7,19, Progressive Field,23711
Chicago Cubs,0,4,0,1,208.0,"Night Game, on grass",Chicago White Sox,1,6,3,18, U.S. Cellular Field,39553
Detroit Tigers,1,13,9,1,232.8,"Night Game, on grass",Boston Red Sox,0,9,8,19, Fenway Park,38378
Colorado Rockies,0,9,6,1,190.4,"Night Game, on grass",Baltimore Orioles,0,5,3,19, Oriole Park at Camden Yards,23677
San Diego Padres,0,5,2,0,185.60000000000002,"Night Game, on turf",Toronto Blue Jays,0,9,4,19, Rogers Centre,41483
Oakland Athletics,0,12,6,0,212.8,"Night Game, on grass",Texas Rangers,2,11,7,19, Globe Life Park in Arlington,27292
Cincinnati Reds,0,9,7,0,188.0,"Night Game, on grass",San Francisco Giants,1,7,5,19, AT&T Park,42147
Arizona Diamondbacks,0,9,2,0,194.39999999999998,"Night Game, on grass",Milwaukee Brewers,0,12,7,18, Miller Park,25347
Philadelphia Phillies,1,7,4,0,184.79999999999998,"Night Game, on grass",Miami Marlins,2,2,0,19, Marlins Park,19465
Los Angeles Angels of Anaheim,1,9,6,0,188.0,"Night Game, on grass",Kansas City Royals,1,5,2,19, Kauffman Stadium,33828
New York Yankees,1,7,2,0,185.60000000000002,"Night Game, on grass",Houston Astros,0,6,1,19, Minute Maid Park,30628
Chicago Cubs,0,12,4,0,216.8,"Night Game, on grass",Chicago White Sox,2,8,5,19, U.S. Cellular Field,39510
Detroit Tigers,0,8,4,0,223.2,"Night Game, on grass",Boston Red Sox,0,10,2,19, Fenway Park,37479
Colorado Rockies,3,6,2,0,202.4,"Night Game, on grass",Baltimore Orioles,0,6,3,19, Oriole Park at Camden Yards,19361
San Diego Padres,1,12,10,6,231.2,"Day Game, on grass",Washington Nationals,1,9,6,13, Nationals Park,30663
Seattle Mariners,0,1,0,6,153.6,"Day Game, on turf",Toronto Blue Jays,0,4,2,13, Rogers Centre,47488
Los Angeles Dodgers,0,13,9,6,258.4,"Night Game, on grass",St. Louis Cardinals,1,8,6,19, Busch Stadium III,41423
Philadelphia Phillies,0,9,4,6,192.8,"Day Game, on grass",Pittsburgh Pirates,1,9,5,13, PNC Park,32439
Tampa Bay Rays,1,5,2,6,153.6,"Day Game, on grass",Oakland Athletics,0,10,3,13, Oakland-Alameda County Coliseum,17642
San Francisco Giants,0,10,2,6,189.6,"Day Game, on grass",New York Yankees,0,8,5,13, Yankee Stadium III,34143
Chicago Cubs,0,11,6,6,252.8,"Day Game, on grass",Milwaukee Brewers,2,8,5,13, Miller Park,43310
New York Mets,0,6,3,6,200.0,"Day Game, on grass",Miami Marlins,0,5,0,13, Marlins Park,25004
Texas Rangers,0,11,2,6,184.79999999999998,"Day Game, on grass",Kansas City Royals,0,7,1,13, Kauffman Stadium,32739
Los Angeles Angels of Anaheim,1,11,3,6,180.0,"Day Game, on grass",Houston Astros,1,15,13,13, Minute Maid Park,32721
New York Mets,2,10,2,5,194.39999999999998,"Night Game, on grass",Miami Marlins,0,15,7,19, Marlins Park,26841
Texas Rangers,3,8,7,5,202.4,"Night Game, on grass",Kansas City Royals,1,9,4,18, Kauffman Stadium,32132
Los Angeles Angels of Anaheim,0,6,2,5,204.79999999999998,"Night Game, on grass",Houston Astros,0,10,7,18, Minute Maid Park,35119
Atlanta Braves,0,9,4,5,183.2,"Night Game, on grass",Colorado Rockies,1,7,8,18, Coors Field,46195
Arizona Diamondbacks,1,4,1,5,180.0,"Night Game, on grass",Cincinnati Reds,0,10,6,19, Great American Ball Park,23963
Detroit Tigers,1,8,3,5,204.0,"Night Game, on grass",Chicago White Sox,2,7,4,18, U.S. Cellular Field,32527
Minnesota Twins,1,19,11,5,257.6,"Night Game, on grass",Boston Red Sox,1,15,9,19, Fenway Park,37600
Cleveland Indians,0,7,2,5,203.2,"Night Game, on grass",Baltimore Orioles,0,10,5,19, Oriole Park at Camden Yards,31946
San Diego Padres,1,6,5,4,212.8,"Night Game, on grass",Washington Nationals,1,6,3,19, Nationals Park,31618
Seattle Mariners,0,9,2,4,185.60000000000002,"Night Game, on turf",Toronto Blue Jays,0,4,1,19, Rogers Centre,46737
Los Angeles Dodgers,1,14,3,4,316.0,"Night Game, on grass",St. Louis Cardinals,0,8,4,19, Busch Stadium III,41915
Philadelphia Phillies,0,11,4,4,180.79999999999998,"Night Game, on grass",Pittsburgh Pirates,0,3,0,19, PNC Park,33703
Tampa Bay Rays,1,7,0,4,229.6,"Night Game, on grass",Oakland Athletics,0,10,1,19, Oakland-Alameda County Coliseum,15250
San Francisco Giants,4,9,2,4,207.2,"Night Game, on grass",New York Yankees,1,8,3,19, Yankee Stadium III,45304
Chicago Cubs,1,8,5,4,191.2,"Night Game, on grass",Milwaukee Brewers,2,4,2,19, Miller Park,42243
New York Mets,1,9,5,4,191.2,"Night Game, on grass",Miami Marlins,0,7,3,19, Marlins Park,23661
Texas Rangers,2,5,1,4,190.4,"Night Game, on grass",Kansas City Royals,0,8,3,19, Kauffman Stadium,33535
Los Angeles Angels of Anaheim,1,5,1,4,183.2,"Night Game, on grass",Houston Astros,0,7,2,19, Minute Maid Park,36453
Atlanta Braves,0,9,3,4,208.8,"Night Game, on grass",Colorado Rockies,1,8,4,18, Coors Field,35880
Arizona Diamondbacks,0,5,2,4,204.0,"Night Game, on grass",Cincinnati Reds,0,8,6,19, Great American Ball Park,24252
Detroit Tigers,1,11,7,4,236.0,"Night Game, on grass",Chicago White Sox,3,8,5,19, U.S. Cellular Field,22611
Minnesota Twins,1,10,2,4,180.0,"Night Game, on grass",Boston Red Sox,1,4,1,19, Fenway Park,37001
Cleveland Indians,0,8,1,4,203.2,"Night Game, on grass",Baltimore Orioles,0,10,5,19, Oriole Park at Camden Yards,39358
Los Angeles Dodgers,0,8,6,3,236.0,"Day Game, on grass",Washington Nationals,0,10,3,12, Nationals Park,38586
San Diego Padres,0,10,5,3,208.8,"Night Game, on grass",St. Louis Cardinals,1,10,6,18, Busch Stadium III,40134
Milwaukee Brewers,1,5,3,3,195.20000000000002,"Night Game, on grass",Pittsburgh Pirates,2,11,5,19, PNC Park,35978
Miami Marlins,1,16,9,3,211.2,"Night Game, on grass",Philadelphia Phillies,2,3,3,19, Citizens Bank Park,27839
Tampa Bay Rays,0,10,7,3,193.6,"Night Game, on grass",Oakland Athletics,0,5,3,19, Oakland-Alameda County Coliseum,14412
Baltimore Orioles,0,9,4,3,203.2,"Day Game, on grass",New York Yankees,1,5,1,13, Yankee Stadium III,42476
Atlanta Braves,0,7,3,3,186.4,"Night Game, on grass",Colorado Rockies,0,8,7,18, Coors Field,36527
Detroit Tigers,0,7,2,3,132.8,"Night Game, on grass",Chicago White Sox,0,8,1,19, U.S. Cellular Field,24938
Minnesota Twins,1,5,2,3,192.0,"Night Game, on grass",Boston Red Sox,1,17,13,19, Fenway Park,37566
Los Angeles Dodgers,0,4,1,2,211.2,"Night Game, on grass",Washington Nationals,1,9,8,19, Nationals Park,34050
San Diego Padres,0,7,2,2,184.79999999999998,"Night Game, on grass",St. Louis Cardinals,0,7,3,19, Busch Stadium III,41012
San Diego Padres,0,4,2,2,171.2,"Day Game, on grass",St. Louis Cardinals,0,9,4,13, Busch Stadium III,40184
Chicago White Sox,0,10,5,2,199.20000000000002,"Day Game, on grass",Seattle Mariners,0,9,6,12, Safeco Field,39985
Milwaukee Brewers,1,12,9,2,248.8,"Night Game, on grass",Pittsburgh Pirates,0,11,5,19, PNC Park,36717
Miami Marlins,0,5,1,2,179.20000000000002,"Night Game, on grass",Philadelphia Phillies,1,12,4,19, Citizens Bank Park,20654
Houston Astros,1,10,7,2,189.6,"Day Game, on grass",Oakland Athletics,1,4,0,12, Oakland-Alameda County Coliseum,20231
Baltimore Orioles,0,5,0,2,184.0,"Night Game, on grass",New York Yankees,1,6,5,19, Yankee Stadium III,35681
Cleveland Indians,0,10,11,2,205.60000000000002,"Day Game, on grass",Kansas City Royals,0,7,4,13, Kauffman Stadium,33455
Minnesota Twins,0,4,4,2,188.0,"Day Game, on grass",Detroit Tigers,1,9,1,13, Comerica Park,35020
Tampa Bay Rays,1,16,11,2,223.2,"Day Game, on grass",Colorado Rockies,1,8,3,13, Coors Field,31456
Atlanta Braves,0,9,3,2,172.8,"Day Game, on grass",Cincinnati Reds,0,12,6,12, Great American Ball Park,22091
New York Mets,0,9,2,2,198.4,"Day Game, on grass",Chicago Cubs,0,11,6,13, Wrigley Field,41210
San Francisco Giants,0,15,7,2,253.6,"Night Game, on grass",Boston Red Sox,0,16,11,19, Fenway Park,38201
Toronto Blue Jays,1,13,10,2,203.2,"Day Game, on grass",Arizona Diamondbacks,3,11,4,12, Chase Field,20076
Texas Rangers,1,10,4,2,203.2,"Night Game, on grass",Los Angeles Angels of Anaheim,1,12,7,19, Angel Stadium of Anaheim,37095
Los Angeles Dodgers,0,13,8,1,202.4,"Night Game, on grass",Washington Nationals,2,7,4,19, Nationals Park,38747
Chicago White Sox,1,10,6,1,180.0,"Night Game, on grass",Seattle Mariners,0,6,1,19, Safeco Field,24851
Milwaukee Brewers,3,7,2,1,198.4,"Night Game, on grass",Pittsburgh Pirates,1,5,3,19, PNC Park,27106
Miami Marlins,1,7,2,1,221.6,"Night Game, on grass",Philadelphia Phillies,0,5,1,19, Citizens Bank Park,18347
Houston Astros,1,10,3,1,245.60000000000002,"Night Game, on grass",Oakland Athletics,1,11,4,19, Oakland-Alameda County Coliseum,15143
Baltimore Orioles,1,4,1,1,201.6,"Night Game, on grass",New York Yankees,0,7,7,19, Yankee Stadium III,31192
Minnesota Twins,1,10,6,1,208.0,"Night Game, on grass",Detroit Tigers,0,6,2,19, Comerica Park,32030
Tampa Bay Rays,1,13,10,1,206.4,"Night Game, on grass",Colorado Rockies,0,4,1,20, Coors Field,33061
Atlanta Braves,1,10,5,1,240.79999999999998,"Night Game, on grass",Cincinnati Reds,2,12,4,19, Great American Ball Park,23080
New York Mets,1,8,2,1,186.4,"Night Game, on grass",Chicago Cubs,0,9,1,18, Wrigley Field,41456
San Francisco Giants,1,5,0,1,187.2,"Night Game, on grass",Boston Red Sox,0,4,4,19, Fenway Park,38082
Toronto Blue Jays,0,8,5,1,212.8,"Night Game, on grass",Arizona Diamondbacks,2,6,1,18, Chase Field,26626
Texas Rangers,0,13,6,1,181.6,"Night Game, on grass",Los Angeles Angels of Anaheim,1,10,8,19, Angel Stadium of Anaheim,36368
San Diego Padres,1,7,2,0,208.0,"Night Game, on grass",St. Louis Cardinals,2,13,10,19, Busch Stadium III,40137
Chicago White Sox,0,11,3,0,153.6,"Night Game, on grass",Seattle Mariners,1,4,4,19, Safeco Field,20598
Miami Marlins,0,6,3,0,188.0,"Night Game, on grass",Philadelphia Phillies,0,4,2,19, Citizens Bank Park,19115
Houston Astros,0,10,4,0,189.6,"Night Game, on grass",Oakland Athletics,2,11,7,19, Oakland-Alameda County Coliseum,10651
Baltimore Orioles,0,5,1,0,211.2,"Night Game, on grass",New York Yankees,1,7,2,19, Yankee Stadium III,31102
Cleveland Indians,0,7,3,0,201.6,"Night Game, on grass",Kansas City Royals,0,10,7,19, Kauffman Stadium,38042
Minnesota Twins,0,3,0,0,161.6,"Night Game, on grass",Detroit Tigers,0,3,1,19, Comerica Park,29290
Tampa Bay Rays,1,6,4,0,199.20000000000002,"Night Game, on grass",Colorado Rockies,0,12,7,19, Coors Field,30601
Atlanta Braves,1,9,2,0,197.6,"Night Game, on grass",Cincinnati Reds,0,12,8,19, Great American Ball Park,21989
New York Mets,1,6,1,0,209.6,"Night Game, on grass",Chicago Cubs,0,10,5,18, Wrigley Field,41353
Texas Rangers,1,8,5,0,184.79999999999998,"Night Game, on grass",Los Angeles Angels of Anaheim,1,9,9,19, Angel Stadium of Anaheim,36020
Pittsburgh Pirates,0,12,2,6,376.8,"Day Game, on grass",Washington Nationals,0,8,1,13, Nationals Park,32775
Baltimore Orioles,0,8,2,6,171.2,"Day Game, on turf",Tampa Bay Rays,0,6,5,13, Tropicana Field,16161
Miami Marlins,1,13,6,6,184.79999999999998,"Day Game, on grass",St. Louis Cardinals,0,4,3,13, Busch Stadium III,43046
Houston Astros,0,11,8,6,208.0,"Day Game, on grass",Seattle Mariners,3,7,1,13, Safeco Field,27322
San Francisco Giants,1,2,3,6,220.0,"Day Game, on grass",San Diego Padres,2,10,5,13, Petco Park,35784
New York Mets,0,8,5,6,153.6,"Day Game, on grass",Philadelphia Phillies,1,1,0,13, Citizens Bank Park,30894
Toronto Blue Jays,0,10,5,6,199.20000000000002,"Day Game, on grass",Oakland Athletics,1,8,3,13, Oakland-Alameda County Coliseum,21626
